Abbreviation,SchoolID,MasterSchoolID,StudentID,SSID,TestDate,TestType,TestPeriod,TestSubjectGroup,TestSubject,TestGrade,TestName,TestScoreType,AssessmentName,RawScore,ScaleScore
Animo Watts College Preparatory Academy,,,,1471722963,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,582.0,582.0
Animo Mae Jemison Charter Middle,,,,4711742043,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,418.0,418.0
Animo Watts College Preparatory Academy,,,,5074516618,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,579.0,579.0
Animo Watts College Preparatory Academy,,,,8980423672,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,586.0,586.0
Animo Watts College Preparatory Academy,,,,7440394623,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,603.0,603.0
Animo Watts College Preparatory Academy,,,,7613081717,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,610.0,610.0
Animo Mae Jemison Charter Middle,,,,8366857277,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,398.0,398.0
Animo Mae Jemison Charter Middle,,,,2936731590,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,378.0,378.0
Animo Watts College Preparatory Academy,,,,6287705493,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,590.0,590.0
Animo Mae Jemison Charter Middle,,,,5485317513,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,395.0,395.0
Animo Watts College Preparatory Academy,,,,8251148610,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,573.0,573.0
Animo Watts College Preparatory Academy,,,,9319103673,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,563.0,563.0
Animo Mae Jemison Charter Middle,,,,4940154584,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,363.0,363.0
Animo Watts College Preparatory Academy,,,,6404308762,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,598.0,598.0
Animo Mae Jemison Charter Middle,,,,2732685276,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,404.0,404.0
Animo Watts College Preparatory Academy,,,,2095799668,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,603.0,603.0
Animo Watts College Preparatory Academy,,,,7081216964,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,578.0,578.0
Animo Mae Jemison Charter Middle,,,,9734127388,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,381.0,381.0
Animo Watts College Preparatory Academy,,,,7315169512,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,586.0,586.0
Animo Watts College Preparatory Academy,,,,4725736716,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,623.0,623.0
Animo Mae Jemison Charter Middle,,,,6006317984,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,421.0,421.0
Animo Watts College Preparatory Academy,,,,2172879606,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,583.0,583.0
Animo Watts College Preparatory Academy,,,,8496513933,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,603.0,603.0
Animo Watts College Preparatory Academy,,,,4977385086,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,620.0,620.0
Animo Mae Jemison Charter Middle,,,,8370163890,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,380.0,380.0
Animo Watts College Preparatory Academy,,,,9497419784,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,589.0,589.0
Animo Legacy Charter Middle,,,,1173250282,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,371.0,371.0
Animo Watts College Preparatory Academy,,,,7466194618,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,581.0,581.0
Animo Mae Jemison Charter Middle,,,,3453971477,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,397.0,397.0
Animo Mae Jemison Charter Middle,,,,2169383714,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,370.0,370.0
Animo Mae Jemison Charter Middle,,,,6549197310,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,413.0,413.0
Animo Mae Jemison Charter Middle,,,,2643221283,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,406.0,406.0
Animo Mae Jemison Charter Middle,,,,2338425606,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,375.0,375.0
Animo James B. Taylor Charter Middle,,,,6543589162,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,409.0,409.0
Animo Watts College Preparatory Academy,,,,9193803491,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,613.0,613.0
Animo Watts College Preparatory Academy,,,,1517188770,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,584.0,584.0
Animo Mae Jemison Charter Middle,,,,3705633448,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,374.0,374.0
Animo Watts College Preparatory Academy,,,,3900112920,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,604.0,604.0
Animo Mae Jemison Charter Middle,,,,9965014053,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,439.0,439.0
Animo Watts College Preparatory Academy,,,,5691025765,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,620.0,620.0
Animo Watts College Preparatory Academy,,,,4980457754,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,602.0,602.0
Animo Mae Jemison Charter Middle,,,,8997190615,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,375.0,375.0
Animo Mae Jemison Charter Middle,,,,8272991531,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,408.0,408.0
Animo Mae Jemison Charter Middle,,,,3596139977,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,381.0,381.0
Animo Mae Jemison Charter Middle,,,,4026614635,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,377.0,377.0
Animo Watts College Preparatory Academy,,,,7171432738,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,611.0,611.0
Animo Mae Jemison Charter Middle,,,,5003291935,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,411.0,411.0
Animo James B. Taylor Charter Middle,,,,4530070618,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,378.0,378.0
Animo Mae Jemison Charter Middle,,,,9918992902,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,387.0,387.0
Animo James B. Taylor Charter Middle,,,,1247808126,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,374.0,374.0
Animo Watts College Preparatory Academy,,,,9228941706,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,614.0,614.0
Animo Mae Jemison Charter Middle,,,,2260224810,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,397.0,397.0
Animo Mae Jemison Charter Middle,,,,2522165567,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,364.0,364.0
Animo Watts College Preparatory Academy,,,,3624548850,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,607.0,607.0
Animo James B. Taylor Charter Middle,,,,2745429366,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,394.0,394.0
Animo Watts College Preparatory Academy,,,,1397249335,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,609.0,609.0
Animo Watts College Preparatory Academy,,,,6209489981,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,609.0,609.0
Animo Watts College Preparatory Academy,,,,2991635548,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,574.0,574.0
Animo Watts College Preparatory Academy,,,,1754308023,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,638.0,638.0
Animo James B. Taylor Charter Middle,,,,7424199101,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,392.0,392.0
Animo Watts College Preparatory Academy,,,,2435504668,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,618.0,618.0
Animo Mae Jemison Charter Middle,,,,4352542312,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,385.0,385.0
Animo Watts College Preparatory Academy,,,,2983844362,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,604.0,604.0
Animo Watts College Preparatory Academy,,,,2961591704,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,585.0,585.0
Animo Watts College Preparatory Academy,,,,2946316847,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,614.0,614.0
Animo Mae Jemison Charter Middle,,,,6433505537,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,361.0,361.0
Animo Mae Jemison Charter Middle,,,,4450453615,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,384.0,384.0
Animo Mae Jemison Charter Middle,,,,6944764375,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,350.0,350.0
Animo Watts College Preparatory Academy,,,,9102480388,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,603.0,603.0
Animo Mae Jemison Charter Middle,,,,7967618820,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,,
Animo Watts College Preparatory Academy,,,,9670241575,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,609.0,609.0
Animo James B. Taylor Charter Middle,,,,2482452022,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,400.0,400.0
Animo Mae Jemison Charter Middle,,,,6983716770,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,406.0,406.0
Animo Watts College Preparatory Academy,,,,6790292616,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,596.0,596.0
Animo Legacy Charter Middle,,,,3004109471,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,404.0,404.0
Animo Watts College Preparatory Academy,,,,4673526298,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,613.0,613.0
Animo Mae Jemison Charter Middle,,,,2934055697,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,378.0,378.0
Animo Mae Jemison Charter Middle,,,,6266052977,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,399.0,399.0
Animo Mae Jemison Charter Middle,,,,4082708935,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,368.0,368.0
Animo Mae Jemison Charter Middle,,,,9472476778,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,364.0,364.0
Animo Watts College Preparatory Academy,,,,9522165677,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,618.0,618.0
Animo Watts College Preparatory Academy,,,,9673591781,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,606.0,606.0
Animo James B. Taylor Charter Middle,,,,6358376968,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,400.0,400.0
Animo Watts College Preparatory Academy,,,,6210547165,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,598.0,598.0
Animo Watts College Preparatory Academy,,,,9963544105,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,604.0,604.0
Animo James B. Taylor Charter Middle,,,,2736516126,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,415.0,415.0
Animo Watts College Preparatory Academy,,,,2657993130,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,593.0,593.0
Animo Watts College Preparatory Academy,,,,3615385252,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,578.0,578.0
Animo Watts College Preparatory Academy,,,,7395216568,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,611.0,611.0
Animo Watts College Preparatory Academy,,,,1711054124,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,580.0,580.0
Animo Watts College Preparatory Academy,,,,8074342620,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,581.0,581.0
Animo Mae Jemison Charter Middle,,,,1554323466,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,404.0,404.0
Animo Watts College Preparatory Academy,,,,6398164236,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,603.0,603.0
Animo Watts College Preparatory Academy,,,,2158319834,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,604.0,604.0
Animo Mae Jemison Charter Middle,,,,5480747605,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,385.0,385.0
Animo Mae Jemison Charter Middle,,,,7362763143,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,384.0,384.0
Animo Mae Jemison Charter Middle,,,,3064911445,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,390.0,390.0
Animo Watts College Preparatory Academy,,,,6357121391,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,588.0,588.0
Animo Watts College Preparatory Academy,,,,3951061885,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,597.0,597.0
Animo Watts College Preparatory Academy,,,,6963912404,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,611.0,611.0
Animo Mae Jemison Charter Middle,,,,5280983133,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,,
Animo Watts College Preparatory Academy,,,,2334402988,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,614.0,614.0
Animo Watts College Preparatory Academy,,,,2976978857,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,628.0,628.0
Animo James B. Taylor Charter Middle,,,,9906657063,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,368.0,368.0
Animo Mae Jemison Charter Middle,,,,9102338008,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,424.0,424.0
Animo Watts College Preparatory Academy,,,,9020907606,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,595.0,595.0
Animo James B. Taylor Charter Middle,,,,3347276040,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,378.0,378.0
Animo Compton Charter,,,,9708010931,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,366.0,366.0
Animo Watts College Preparatory Academy,,,,5075897758,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,592.0,592.0
Animo Mae Jemison Charter Middle,,,,7224551864,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,380.0,380.0
Animo Mae Jemison Charter Middle,,,,2381208412,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,386.0,386.0
Animo Watts College Preparatory Academy,,,,7736750728,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,593.0,593.0
Animo Watts College Preparatory Academy,,,,6100241433,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,607.0,607.0
Animo Mae Jemison Charter Middle,,,,9915587796,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,376.0,376.0
Animo Watts College Preparatory Academy,,,,6082270738,2024-02-29,CAST,,Science,Science- Overall,12,CAST-Overall,,Grade 12 CAST,572.0,572.0
Animo Mae Jemison Charter Middle,,,,1380261352,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,370.0,370.0
Animo Mae Jemison Charter Middle,,,,6014423013,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,385.0,385.0
Animo Watts College Preparatory Academy,,,,5992841395,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,584.0,584.0
Animo Watts College Preparatory Academy,,,,5335134243,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,603.0,603.0
Animo Watts College Preparatory Academy,,,,9149490505,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,598.0,598.0
Animo Watts College Preparatory Academy,,,,7207400643,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,620.0,620.0
Animo Compton Charter,,,,4156830764,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,371.0,371.0
Animo Mae Jemison Charter Middle,,,,9505974082,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,372.0,372.0
Animo Watts College Preparatory Academy,,,,5320056892,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,596.0,596.0
Animo Watts College Preparatory Academy,,,,2054764732,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,623.0,623.0
Animo Legacy Charter Middle,,,,7325944229,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,388.0,388.0
Animo Watts College Preparatory Academy,,,,7945903214,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,628.0,628.0
Animo Mae Jemison Charter Middle,,,,8208101160,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,389.0,389.0
Animo James B. Taylor Charter Middle,,,,9967256774,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,394.0,394.0
Animo Mae Jemison Charter Middle,,,,9797557577,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,376.0,376.0
Animo Watts College Preparatory Academy,,,,4690202242,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,607.0,607.0
Animo Watts College Preparatory Academy,,,,7248406465,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,616.0,616.0
Animo Watts College Preparatory Academy,,,,3154078866,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,601.0,601.0
Animo Watts College Preparatory Academy,,,,7504227900,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,646.0,646.0
Animo Watts College Preparatory Academy,,,,4190690125,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,601.0,601.0
Animo Mae Jemison Charter Middle,,,,3428134290,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,360.0,360.0
Animo Mae Jemison Charter Middle,,,,2338855165,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,404.0,404.0
Animo Watts College Preparatory Academy,,,,1398728463,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,627.0,627.0
Animo Mae Jemison Charter Middle,,,,2176786067,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,379.0,379.0
Animo Mae Jemison Charter Middle,,,,3201721176,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,404.0,404.0
Animo Watts College Preparatory Academy,,,,3047530961,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,583.0,583.0
Animo James B. Taylor Charter Middle,,,,6519544356,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,402.0,402.0
Animo Mae Jemison Charter Middle,,,,3623208715,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,381.0,381.0
Animo Mae Jemison Charter Middle,,,,1090163968,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,404.0,404.0
Animo Mae Jemison Charter Middle,,,,9380523903,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,377.0,377.0
Animo Watts College Preparatory Academy,,,,6940521292,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,606.0,606.0
Animo Watts College Preparatory Academy,,,,3558395441,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,576.0,576.0
Animo Mae Jemison Charter Middle,,,,8474239956,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,428.0,428.0
Animo Mae Jemison Charter Middle,,,,5358369587,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,393.0,393.0
Animo Watts College Preparatory Academy,,,,1440486494,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,628.0,628.0
Animo Watts College Preparatory Academy,,,,5207861373,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,608.0,608.0
Animo Watts College Preparatory Academy,,,,2028766364,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,620.0,620.0
Animo Watts College Preparatory Academy,,,,9531602820,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,588.0,588.0
Animo Watts College Preparatory Academy,,,,1172746348,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,623.0,623.0
Animo Mae Jemison Charter Middle,,,,6193955316,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,387.0,387.0
Animo Watts College Preparatory Academy,,,,7731920373,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,589.0,589.0
Animo Watts College Preparatory Academy,,,,7567034646,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,600.0,600.0
Animo Mae Jemison Charter Middle,,,,6297518608,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,384.0,384.0
Animo Watts College Preparatory Academy,,,,9366117355,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,618.0,618.0
Animo Watts College Preparatory Academy,,,,2478031108,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,636.0,636.0
Animo Watts College Preparatory Academy,,,,2358911913,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,593.0,593.0
Animo James B. Taylor Charter Middle,,,,5189972128,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,375.0,375.0
Animo Watts College Preparatory Academy,,,,4386345862,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,596.0,596.0
Animo Watts College Preparatory Academy,,,,8639487112,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,587.0,587.0
Animo Watts College Preparatory Academy,,,,1471281243,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,623.0,623.0
Animo Watts College Preparatory Academy,,,,1325716143,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,630.0,630.0
Animo Watts College Preparatory Academy,,,,1414558214,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,607.0,607.0
Animo Watts College Preparatory Academy,,,,3977188492,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,589.0,589.0
Animo Mae Jemison Charter Middle,,,,6589240637,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,394.0,394.0
Animo Mae Jemison Charter Middle,,,,9093392616,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,408.0,408.0
Animo James B. Taylor Charter Middle,,,,4068209305,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,395.0,395.0
Animo Watts College Preparatory Academy,,,,6302135946,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,573.0,573.0
Animo Mae Jemison Charter Middle,,,,8156496611,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,373.0,373.0
Animo Mae Jemison Charter Middle,,,,4130889208,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,426.0,426.0
Animo Watts College Preparatory Academy,,,,1584390835,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,598.0,598.0
Animo Watts College Preparatory Academy,,,,3514636247,2024-02-29,CAST,,Science,Science- Overall,12,CAST-Overall,,Grade 12 CAST,576.0,576.0
Animo Mae Jemison Charter Middle,,,,5739912281,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,401.0,401.0
Animo Legacy Charter Middle,,,,2516319303,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,366.0,366.0
Animo Watts College Preparatory Academy,,,,5981291752,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,594.0,594.0
Animo Mae Jemison Charter Middle,,,,9404061197,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,379.0,379.0
Animo Mae Jemison Charter Middle,,,,7402423318,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,374.0,374.0
Animo Mae Jemison Charter Middle,,,,4948728041,2024-02-29,CAST,,Science,Science- Overall,8,CAST-Overall,,Grade 8 CAST,353.0,353.0
Animo Watts College Preparatory Academy,,,,7783043635,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,618.0,618.0
Animo Watts College Preparatory Academy,,,,6959723850,2024-02-29,CAST,,Science,Science- Overall,11,CAST-Overall,,Grade 11 CAST,582.0,582.0
