Abbreviation,SchoolID,MasterSchoolID,StudentID,SSID,TestDate,TestType,TestPeriod,TestSubjectGroup,TestSubject,TestGrade,TestName,TestScoreType,AssessmentName,RawScore,ScaleScore
Animo City of Champions Charter High,,,,4157971255,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2319.0,2319.0
Animo City of Champions Charter High,,,,4157971255,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2477.0,2477.0
Animo City of Champions Charter High,,,,6436650071,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2535.0,2535.0
Animo City of Champions Charter High,,,,7075761456,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2569.0,2569.0
Animo City of Champions Charter High,,,,2427224760,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2420.0,2420.0
Animo City of Champions Charter High,,,,9704974015,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2472.0,2472.0
Animo City of Champions Charter High,,,,7150228424,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2627.0,2627.0
Animo City of Champions Charter High,,,,1305427094,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2446.0,2446.0
Animo City of Champions Charter High,,,,6023258381,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2366.0,2366.0
Animo City of Champions Charter High,,,,5504568682,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2655.0,2655.0
Animo City of Champions Charter High,,,,9982924997,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2488.0,2488.0
Animo City of Champions Charter High,,,,4084808387,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2501.0,2501.0
Animo City of Champions Charter High,,,,9315488340,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2609.0,2609.0
Animo Legacy Charter Middle,,,,7668240232,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2516.0,2516.0
Animo Legacy Charter Middle,,,,5759148036,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2487.0,2487.0
Animo City of Champions Charter High,,,,6304321653,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2429.0,2429.0
Animo Legacy Charter Middle,,,,5696682805,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2444.0,2444.0
Animo Legacy Charter Middle,,,,5759148036,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2538.0,2538.0
Animo City of Champions Charter High,,,,4459764497,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2518.0,2518.0
Animo City of Champions Charter High,,,,1758481042,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2647.0,2647.0
Animo City of Champions Charter High,,,,4075932925,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2590.0,2590.0
Animo City of Champions Charter High,,,,4459764497,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2588.0,2588.0
Animo City of Champions Charter High,,,,4075932925,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2617.0,2617.0
Animo City of Champions Charter High,,,,5128415583,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2431.0,2431.0
Animo City of Champions Charter High,,,,4524765862,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2517.0,2517.0
Animo Legacy Charter Middle,,,,6563804681,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2265.0,2265.0
Animo Legacy Charter Middle,,,,5696682805,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2401.0,2401.0
Animo Legacy Charter Middle,,,,6563804681,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2373.0,2373.0
Animo Legacy Charter Middle,,,,3246583230,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2509.0,2509.0
Animo City of Champions Charter High,,,,6411532206,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2370.0,2370.0
Animo City of Champions Charter High,,,,2005303768,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2562.0,2562.0
Animo City of Champions Charter High,,,,9752818577,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2441.0,2441.0
Animo Legacy Charter Middle,,,,7668240232,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2514.0,2514.0
Animo City of Champions Charter High,,,,9752818577,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2621.0,2621.0
Animo City of Champions Charter High,,,,3029041214,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2404.0,2404.0
Animo City of Champions Charter High,,,,4541235568,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2528.0,2528.0
Animo City of Champions Charter High,,,,3194346205,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2349.0,2349.0
Animo City of Champions Charter High,,,,4160167615,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2437.0,2437.0
Animo City of Champions Charter High,,,,9386550268,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2593.0,2593.0
Animo City of Champions Charter High,,,,4541235568,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2637.0,2637.0
Animo City of Champions Charter High,,,,8060281986,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2499.0,2499.0
Animo City of Champions Charter High,,,,6411532206,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2338.0,2338.0
Animo City of Champions Charter High,,,,2623496940,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2437.0,2437.0
Animo City of Champions Charter High,,,,1930391087,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2466.0,2466.0
Animo City of Champions Charter High,,,,4160167615,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2507.0,2507.0
Animo City of Champions Charter High,,,,2397069033,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2661.0,2661.0
Animo City of Champions Charter High,,,,7350239204,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2433.0,2433.0
Animo City of Champions Charter High,,,,8060281986,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2318.0,2318.0
Animo City of Champions Charter High,,,,5155043646,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2631.0,2631.0
Animo City of Champions Charter High,,,,5155043646,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2488.0,2488.0
Animo City of Champions Charter High,,,,9945342494,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2674.0,2674.0
Animo City of Champions Charter High,,,,2623496940,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2392.0,2392.0
Animo City of Champions Charter High,,,,9945342494,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2502.0,2502.0
Animo City of Champions Charter High,,,,1930391087,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2586.0,2586.0
Animo City of Champions Charter High,,,,4721049663,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2500.0,2500.0
Animo City of Champions Charter High,,,,1758481042,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2417.0,2417.0
Animo City of Champions Charter High,,,,3194346205,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2429.0,2429.0
Animo City of Champions Charter High,,,,5249704915,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2296.0,2296.0
Animo City of Champions Charter High,,,,2397069033,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2454.0,2454.0
Animo City of Champions Charter High,,,,9783123131,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2572.0,2572.0
Animo City of Champions Charter High,,,,7350239204,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2517.0,2517.0
Animo City of Champions Charter High,,,,5249704915,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2412.0,2412.0
Animo City of Champions Charter High,,,,1337381414,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2300.0,2300.0
Animo City of Champions Charter High,,,,4677117401,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2584.0,2584.0
Animo City of Champions Charter High,,,,9783123131,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2751.0,2751.0
Animo City of Champions Charter High,,,,9386550268,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2685.0,2685.0
Animo City of Champions Charter High,,,,4677117401,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2419.0,2419.0
Animo City of Champions Charter High,,,,1337381414,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2354.0,2354.0
Animo City of Champions Charter High,,,,5771460958,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2403.0,2403.0
Animo City of Champions Charter High,,,,2305768004,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2487.0,2487.0
Animo City of Champions Charter High,,,,3029041214,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2583.0,2583.0
Animo City of Champions Charter High,,,,6976548123,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2668.0,2668.0
Animo City of Champions Charter High,,,,6976548123,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2499.0,2499.0
Animo Legacy Charter Middle,,,,4392526173,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2482.0,2482.0
Animo City of Champions Charter High,,,,2305768004,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2661.0,2661.0
Animo City of Champions Charter High,,,,2005303768,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2567.0,2567.0
Animo City of Champions Charter High,,,,5379034803,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2280.0,2280.0
Animo City of Champions Charter High,,,,8077804931,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2688.0,2688.0
Animo City of Champions Charter High,,,,5379034803,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2497.0,2497.0
Animo City of Champions Charter High,,,,8597456065,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2683.0,2683.0
Animo City of Champions Charter High,,,,3731763420,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2644.0,2644.0
Animo City of Champions Charter High,,,,8077804931,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2669.0,2669.0
Animo City of Champions Charter High,,,,4462374295,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2672.0,2672.0
Animo City of Champions Charter High,,,,4462374295,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2595.0,2595.0
Animo City of Champions Charter High,,,,3747707280,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2435.0,2435.0
Animo City of Champions Charter High,,,,4721049663,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2583.0,2583.0
Animo City of Champions Charter High,,,,8597456065,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2551.0,2551.0
Animo City of Champions Charter High,,,,5771460958,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2638.0,2638.0
Animo City of Champions Charter High,,,,3747707280,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2639.0,2639.0
Animo City of Champions Charter High,,,,3731763420,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2557.0,2557.0
Animo Compton Charter,,,,3695058235,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2525.0,2525.0
Animo Compton Charter,,,,3489815136,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2491.0,2491.0
Animo Compton Charter,,,,3489815136,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2532.0,2532.0
Animo Compton Charter,,,,5361488526,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2377.0,2377.0
Animo Legacy Charter Middle,,,,5174347847,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2321.0,2321.0
Animo Compton Charter,,,,2602198901,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2599.0,2599.0
Animo Compton Charter,,,,2742568097,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2512.0,2512.0
Animo Compton Charter,,,,9253939004,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2585.0,2585.0
Animo Compton Charter,,,,1587545807,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2406.0,2406.0
Animo Compton Charter,,,,3743406990,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2347.0,2347.0
Animo Compton Charter,,,,5167515126,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2640.0,2640.0
Animo Compton Charter,,,,3691830925,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2454.0,2454.0
Animo Compton Charter,,,,4588091864,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2426.0,2426.0
Animo Compton Charter,,,,5167515126,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2577.0,2577.0
Animo Compton Charter,,,,4588091864,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2412.0,2412.0
Animo Compton Charter,,,,3695231733,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2396.0,2396.0
Animo Compton Charter,,,,3695231733,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2421.0,2421.0
Animo Legacy Charter Middle,,,,5174347847,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2376.0,2376.0
Animo Compton Charter,,,,8101032186,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2468.0,2468.0
Animo Compton Charter,,,,1993552661,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2323.0,2323.0
Animo Compton Charter,,,,3691830925,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2322.0,2322.0
Animo Compton Charter,,,,3743406990,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2253.0,2253.0
Animo Compton Charter,,,,2328566218,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2345.0,2345.0
Animo Compton Charter,,,,1993552661,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2300.0,2300.0
Animo Compton Charter,,,,6520167617,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2441.0,2441.0
Animo Compton Charter,,,,5482377898,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2455.0,2455.0
Animo Compton Charter,,,,2602198901,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2550.0,2550.0
Animo Compton Charter,,,,1954066803,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2325.0,2325.0
Animo Compton Charter,,,,4606929009,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2413.0,2413.0
Animo Compton Charter,,,,8312239754,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2497.0,2497.0
Animo Compton Charter,,,,9052564072,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2411.0,2411.0
Animo Compton Charter,,,,1177651980,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2371.0,2371.0
Animo Compton Charter,,,,3964016711,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2389.0,2389.0
Animo Compton Charter,,,,9052564072,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2391.0,2391.0
Animo Compton Charter,,,,3383691851,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2513.0,2513.0
Animo Compton Charter,,,,3695058235,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2530.0,2530.0
Animo Compton Charter,,,,9210357270,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2418.0,2418.0
Animo Compton Charter,,,,8101032186,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2395.0,2395.0
Animo Compton Charter,,,,2328566218,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2414.0,2414.0
Animo Compton Charter,,,,3964016711,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2404.0,2404.0
Animo Compton Charter,,,,9726427743,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2250.0,2250.0
Animo Compton Charter,,,,1954066803,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2398.0,2398.0
Animo Compton Charter,,,,3183611073,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2460.0,2460.0
Animo Compton Charter,,,,3649026701,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2501.0,2501.0
Animo Compton Charter,,,,1659074725,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2389.0,2389.0
Animo Compton Charter,,,,2489754363,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2562.0,2562.0
Animo Compton Charter,,,,8946659013,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2430.0,2430.0
Animo Compton Charter,,,,8946659013,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2404.0,2404.0
Animo Compton Charter,,,,1365023417,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2411.0,2411.0
Animo Compton Charter,,,,2772239714,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2395.0,2395.0
Animo Compton Charter,,,,3183611073,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2427.0,2427.0
Animo Compton Charter,,,,6572232641,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2349.0,2349.0
Animo Compton Charter,,,,3649026701,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2290.0,2290.0
Animo Compton Charter,,,,6572232641,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2429.0,2429.0
Animo Compton Charter,,,,5784910560,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2439.0,2439.0
Animo Compton Charter,,,,8047445758,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2569.0,2569.0
Animo Compton Charter,,,,4606929009,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2438.0,2438.0
Animo Compton Charter,,,,4428063718,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2284.0,2284.0
Animo Compton Charter,,,,2772239714,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2435.0,2435.0
Animo Compton Charter,,,,7620480753,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2413.0,2413.0
Animo Compton Charter,,,,9253939004,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2655.0,2655.0
Animo Compton Charter,,,,1365023417,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2516.0,2516.0
Animo Compton Charter,,,,7620480753,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2355.0,2355.0
Animo Compton Charter,,,,4428063718,2024-02-29,SBAC,,Math,Math- Overall,6,SBAC-Math Overall,,Grade 6 Math Summative,2410.0,2410.0
Animo Compton Charter,,,,6795312210,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2438.0,2438.0
Animo Compton Charter,,,,5784910560,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2513.0,2513.0
Animo Compton Charter,,,,8190882145,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2495.0,2495.0
Animo Compton Charter,,,,2004081322,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2570.0,2570.0
Animo Compton Charter,,,,1177651980,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2456.0,2456.0
Animo Compton Charter,,,,7174017022,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2322.0,2322.0
Animo Compton Charter,,,,1659074725,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2487.0,2487.0
Animo Compton Charter,,,,1587545807,2024-02-29,SBAC,,ELA,ELA- Overall,6,SBAC-ELA Overall,,Grade 6 ELA Summative,2446.0,2446.0
Animo Compton Charter,,,,2004081322,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2642.0,2642.0
Animo Compton Charter,,,,6795312210,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2576.0,2576.0
Animo Compton Charter,,,,6786620144,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2446.0,2446.0
Animo Compton Charter,,,,5563462307,2024-02-29,SBAC,,Math,Math- Overall,11,SBAC-Math Overall,,Grade 11 Math Summative,2562.0,2562.0
Animo Compton Charter,,,,1250805971,2024-02-29,SBAC,,ELA,ELA- Overall,11,SBAC-ELA Overall,,Grade 11 ELA Summative,2455.0,2455.0
Animo Compton Charter,,,,6587380877,2024-02-29,SBAC,,ELA,ELA- Overall,8,SBAC-ELA Overall,,Grade 8 ELA Summative,2515.0,2515.0
Animo Compton Charter,,,,2314889640,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2375.0,2375.0
Animo Compton Charter,,,,5648320889,2024-02-29,SBAC,,ELA,ELA- Overall,7,SBAC-ELA Overall,,Grade 7 ELA Summative,2499.0,2499.0
Animo Compton Charter,,,,6786620144,2024-02-29,SBAC,,Math,Math- Overall,7,SBAC-Math Overall,,Grade 7 Math Summative,2435.0,2435.0
Animo Compton Charter,,,,6587380877,2024-02-29,SBAC,,Math,Math- Overall,8,SBAC-Math Overall,,Grade 8 Math Summative,2358.0,2358.0
